EmployeeNumber	Age	Attrition	BusinessTravel	DailyRate	Department	DistanceFromHome	Education	EducationField	EnvironmentSatisfaction	Gender	HourlyRate	JobInvolvement	JobLevel	JobRole	JobSatisfaction	MaritalStatus	MonthlyIncome	MonthlyRate	NumCompaniesWorked	OverTime	PercentSalaryHike	PerformanceRating	RelationshipSatisfaction	StockOptionLevel	TotalWorkingYears	TrainingTimesLastYear	WorkLifeBalance	YearsAtCompany	YearsInCurrentRole	YearsSinceLastPromotion	YearsWithCurrManager
992	50	No	Travel_Rarely	950	Research & Development	11	2	Life Sciences	1	Male	97	2	2	Research Scientist	2	Married	6908	3754	6	No	23	3	3	1	24	1	3	4	4	4	4
877	44	No	Travel_Rarely	736	Research & Development	2	3	Life Sciences	1	Female	32	1	3	Manufacturing Director	4	Divorced	9854	8371	5	No	25	3	2	0	20	0	3	6	1	3	1
774	18	No	Travel_Rarely	733	Sales	5	2	Life Sciences	2	Female	44	3	1	Manager	1	Married	6552	11786	3	No	14	3	1	1	0	2	4	0	0	0	0
5	40	Yes	Travel_Rarely	1413	Research & Development	11	3	Life Sciences	3	Male	61	4	1	Laboratory Technician	3	Married	6822	6025	1	Yes	19	3	1	1	19	5	3	0	0	0	0
1004	23	No	Travel_Rarely	153	Research & Development	1	2	Medical	4	Male	93	3	2	Manager	3	Married	5556	18742	3	No	24	3	3	1	0	1	3	0	0	0	0
1317	45	No	Travel_Rarely	646	Sales	9	4	Life Sciences	1	Male	85	3	2	Sales Executive	4	Married	6552	4969	1	No	12	3	4	0	21	2	2	4	4	3	2
264	38	No	Travel_Frequently	1227	Human Resources	7	3	Life Sciences	4	Female	58	3	2	Manager	2	Married	6504	20263	0	Yes	20	3	4	1	18	5	3	0	0	0	0
1197	47	No	Travel_Rarely	534	Research & Development	16	4	Life Sciences	3	Male	87	2	2	Research Director	4	Single	5718	19917	5	No	11	3	2	0	24	2	2	2	2	2	2
1385	43	Yes	Travel_Rarely	1277	Research & Development	11	3	Marketing	1	Female	46	3	2	Healthcare Representative	4	Single	5400	24729	1	Yes	13	3	3	0	18	2	3	0	0	0	0
444	22	No	Travel_Rarely	589	Research & Development	1	4	Other	4	Male	100	4	2	Laboratory Technician	3	Single	6186	19397	3	No	24	4	1	2	0	1	3	0	0	0	0
1003	47	No	Travel_Rarely	936	Research & Development	2	2	Life Sciences	3	Male	46	2	2	Manufacturing Director	2	Married	7019	4270	3	No	15	3	2	2	23	1	1	2	0	0	0
1078	49	No	Travel_Rarely	366	Research & Development	8	3	Life Sciences	2	Female	57	4	2	Laboratory Technician	1	Single	6964	4990	5	No	13	3	3	0	26	3	4	1	1	0	1
838	44	Yes	Travel_Rarely	1163	Sales	5	3	Medical	2	Female	58	3	5	Manager	2	Single	16199	4694	1	No	14	3	4	3	23	4	3	15	0	0	0
1355	32	No	Travel_Frequently	652	Research & Development	11	2	Life Sciences	4	Male	97	3	2	Laboratory Technician	3	Married	6552	12251	3	No	23	3	3	1	11	0	1	5	3	0	1
305	37	Yes	Travel_Rarely	224	Sales	7	3	Life Sciences	3	Male	44	4	2	Manager	2	Single	5216	6136	4	Yes	25	3	3	3	12	1	3	1	1	0	1
1245	42	No	Travel_Rarely	869	Research & Development	7	3	Life Sciences	4	Male	56	2	2	Healthcare Representative	3	Single	5565	15960	1	No	12	3	2	1	18	4	4	3	3	3	3
314	27	No	Travel_Rarely	232	Research & Development	1	3	Life Sciences	3	Female	30	4	2	Research Scientist	2	Single	6303	24107	0	No	22	3	1	2	14	5	3	3	0	1	1
150	41	No	Travel_Frequently	702	Sales	1	2	Life Sciences	3	Male	81	3	2	Sales Executive	4	Divorced	7534	11999	3	No	16	3	4	1	19	4	3	5	1	1	2
1149	44	No	Travel_Rarely	1330	Sales	15	3	Technical Degree	2	Female	43	3	4	Manager	1	Married	11989	12679	2	No	12	3	3	1	16	2	3	8	0	0	0
575	43	No	Travel_Rarely	971	Research & Development	18	2	Technical Degree	3	Female	41	2	3	Manager	4	Married	8552	21141	4	No	14	4	4	2	21	5	4	8	5	1	0
51	39	No	Travel_Rarely	470	Research & Development	2	3	Other	2	Male	99	2	1	Research Scientist	2	Single	4928	25034	3	No	24	3	4	0	17	2	3	0	0	0	0
1270	37	No	Travel_Frequently	1019	Sales	1	3	Technical Degree	4	Female	77	4	2	Manager	2	Married	6379	21173	3	No	25	3	4	3	17	4	2	3	1	0	2
727	50	No	Travel_Rarely	253	Research & Development	16	3	Marketing	3	Male	94	1	2	Research Scientist	2	Single	6574	11383	4	No	23	4	1	0	24	2	2	2	0	0	2
834	41	No	Travel_Rarely	988	Research & Development	3	5	Medical	2	Female	69	3	2	Laboratory Technician	4	Married	6160	5431	1	No	25	3	3	0	22	1	1	0	0	0	0
1116	30	No	Travel_Rarely	706	Sales	19	3	Life Sciences	1	Female	79	2	2	Manager	3	Married	5892	4357	5	No	22	3	2	3	8	6	1	4	1	2	4
471	39	Yes	Travel_Rarely	610	Research & Development	29	3	Life Sciences	4	Female	76	3	3	Research Scientist	1	Married	9300	18380	3	No	24	3	3	3	16	3	3	6	6	1	1
972	33	No	Travel_Rarely	1305	Sales	2	1	Medical	4	Male	93	4	2	Sales Representative	2	Married	7025	9749	1	No	11	3	4	2	10	4	3	3	3	2	3
654	36	No	Travel_Frequently	1219	Research & Development	1	4	Life Sciences	4	Female	87	4	2	Laboratory Technician	4	Divorced	8816	3769	2	No	21	3	4	0	15	2	3	5	0	0	1
400	29	No	Travel_Frequently	302	Research & Development	1	3	Life Sciences	2	Male	44	3	3	Manufacturing Director	1	Married	9075	19556	0	No	18	3	2	2	6	3	3	4	4	1	4
512	32	No	Travel_Rarely	944	Research & Development	21	4	Life Sciences	1	Male	55	4	2	Research Scientist	4	Married	7169	19960	3	No	13	3	4	1	14	1	2	2	0	0	2
321	42	No	Travel_Rarely	1356	Sales	10	2	Other	3	Male	54	2	3	Sales Representative	3	Divorced	7269	25470	1	No	20	3	3	1	21	2	3	4	4	2	4
20	28	No	Travel_Rarely	517	Sales	11	5	Marketing	3	Female	82	4	2	Sales Representative	4	Divorced	5003	3023	6	No	18	4	3	1	1	5	2	1	1	1	0
685	42	No	Travel_Rarely	221	Research & Development	10	4	Medical	4	Female	87	3	1	Manager	1	Married	5931	6972	2	No	23	3	2	3	21	6	3	3	3	3	3
36	26	No	Travel_Rarely	318	Research & Development	3	5	Life Sciences	3	Male	89	3	2	Manufacturing Director	4	Married	7167	12587	3	No	18	3	4	1	2	3	2	2	0	1	2
903	31	No	Travel_Rarely	1445	Sales	2	2	Medical	1	Male	89	4	2	Manager	2	Divorced	6200	20538	1	No	18	3	3	1	10	0	4	4	4	1	3
828	37	No	Travel_Frequently	1071	Research & Development	4	2	Life Sciences	2	Male	54	4	3	Healthcare Representative	2	Married	9648	20688	3	Yes	14	4	4	0	15	5	4	11	2	0	4
1360	38	No	Travel_Rarely	1444	Research & Development	9	3	Life Sciences	4	Female	30	4	2	Healthcare Representative	2	Married	6012	13293	1	No	22	3	4	2	17	6	3	2	2	0	1
408	28	No	Travel_Rarely	882	Research & Development	2	2	Other	1	Male	81	4	3	Laboratory Technician	3	Single	10052	5206	3	No	12	3	2	0	4	0	1	4	1	1	2
921	26	No	Travel_Rarely	942	Research & Development	20	3	Life Sciences	2	Male	49	2	1	Laboratory Technician	1	Divorced	3210	4676	3	No	20	3	1	1	1	2	3	1	1	0	1
538	27	No	Travel_Rarely	920	Research & Development	4	3	Medical	4	Male	76	2	2	Healthcare Representative	3	Married	5710	25245	0	No	11	3	4	2	1	6	4	1	0	1	1
759	41	Yes	Travel_Rarely	1357	Research & Development	8	2	Technical Degree	2	Male	96	2	4	Healthcare Representative	3	Divorced	11485	22716	1	Yes	15	4	4	1	17	1	3	13	1	5	3
1063	40	No	Non-Travel	1457	Sales	5	4	Human Resources	3	Male	64	3	5	Sales Executive	3	Single	14038	20074	0	Yes	15	3	4	2	16	2	4	16	0	0	4
246	45	No	Travel_Frequently	815	Research & Development	4	2	Other	2	Male	32	3	2	Manager	4	Divorced	6481	12209	3	No	25	3	1	0	20	1	2	7	3	0	1
1128	31	Yes	Travel_Rarely	1152	Research & Development	25	2	Life Sciences	4	Male	72	4	1	Healthcare Representative	1	Single	4041	9799	2	Yes	11	3	3	0	10	2	3	1	1	0	1
785	29	No	Travel_Frequently	439	Research & Development	6	2	Human Resources	2	Male	80	2	1	Manufacturing Director	4	Single	4272	8852	2	No	21	4	4	1	5	3	3	2	2	1	2
490	28	No	Travel_Rarely	1435	Sales	3	2	Life Sciences	3	Female	70	3	2	Sales Executive	2	Single	5656	2384	0	No	14	4	4	0	4	4	2	4	3	4	4
155	18	No	Travel_Rarely	1430	Sales	6	4	Medical	3	Male	39	4	1	Sales Representative	4	Married	3496	14989	3	Yes	17	3	2	1	0	4	3	0	0	0	0
962	55	No	Non-Travel	550	Sales	7	4	Technical Degree	4	Male	96	1	4	Manager	2	Single	12192	7052	6	No	15	4	3	1	35	2	3	14	0	10	0
854	50	No	Travel_Rarely	1329	Sales	28	3	Life Sciences	1	Female	52	3	2	Manager	2	Single	6893	10546	5	No	22	3	3	0	26	3	3	3	3	3	3
626	33	Yes	Non-Travel	933	Research & Development	1	2	Life Sciences	3	Male	72	4	1	Research Scientist	4	Divorced	3533	23637	1	Yes	22	4	1	2	9	6	3	0	0	0	0
686	30	No	Travel_Frequently	275	Research & Development	10	1	Technical Degree	4	Female	35	2	2	Research Scientist	4	Single	6879	11017	7	No	18	3	4	0	5	6	3	2	0	0	0
570	29	No	Travel_Frequently	1334	Research & Development	8	1	Technical Degree	3	Male	74	4	1	Laboratory Technician	4	Married	6897	13154	5	No	22	3	3	1	2	2	2	2	2	2	2
1442	35	Yes	Travel_Frequently	1119	Research & Development	4	2	Other	1	Male	95	4	2	Healthcare Representative	4	Single	6325	24310	3	Yes	14	3	4	2	15	5	3	2	0	2	1
18	34	No	Travel_Rarely	772	Research & Development	1	1	Life Sciences	1	Female	83	3	2	Manufacturing Director	2	Single	6552	13733	0	No	24	4	2	0	13	1	3	2	1	1	1
128	48	No	Non-Travel	439	Sales	26	2	Medical	2	Male	52	4	3	Sales Representative	4	Married	7679	2353	5	No	21	3	2	1	23	0	2	5	1	0	0
1489	35	Yes	Travel_Rarely	1130	Research & Development	13	3	Technical Degree	3	Male	63	2	1	Healthcare Representative	4	Single	4207	9072	4	No	16	3	3	0	11	2	3	1	1	1	1
928	26	No	Travel_Rarely	404	Research & Development	3	3	Life Sciences	3	Male	48	3	2	Research Scientist	4	Divorced	7138	23655	3	No	13	3	3	0	1	0	3	1	1	0	0
981	28	Yes	Travel_Frequently	222	Research & Development	2	3	Life Sciences	1	Female	97	4	1	Manager	2	Divorced	5569	14165	4	No	19	3	3	2	5	6	4	2	0	2	0
1485	34	No	Travel_Rarely	585	Sales	6	2	Life Sciences	2	Male	95	2	2	Sales Executive	2	Divorced	5477	6444	2	Yes	20	3	4	1	11	2	3	1	1	0	1
191	31	No	Travel_Rarely	797	Sales	4	3	Marketing	2	Female	99	3	2	Sales Representative	3	Married	6666	5957	2	No	15	3	4	1	8	1	1	5	1	1	0
1140	37	No	Travel_Rarely	503	Sales	10	4	Other	4	Male	37	2	2	Sales Representative	4	Single	6181	23345	2	Yes	22	3	4	3	14	6	3	2	1	1	2
993	35	No	Travel_Frequently	1198	Sales	2	1	Medical	1	Male	68	4	2	Manager	3	Divorced	5182	7245	1	No	11	3	4	2	15	4	1	3	0	0	0
1479	28	No	Travel_Frequently	1389	Sales	10	3	Life Sciences	4	Male	59	4	2	Sales Executive	3	Married	7163	26879	4	No	17	4	4	0	5	1	4	5	1	0	0
1266	25	No	Travel_Rarely	1058	Research & Development	1	3	Medical	3	Male	55	3	2	Laboratory Technician	3	Married	5490	15697	6	Yes	15	4	2	3	1	0	4	1	1	1	1
607	33	Yes	Travel_Rarely	303	Research & Development	1	4	Medical	1	Female	81	4	2	Manufacturing Director	4	Married	5606	13196	4	No	12	3	1	0	12	1	3	1	1	0	1
181	40	No	Travel_Rarely	1220	Research & Development	1	3	Marketing	3	Female	86	4	1	Laboratory Technician	1	Single	3564	5970	2	No	12	3	2	2	17	5	2	1	1	0	1
302	31	No	Travel_Rarely	656	Sales	3	4	Medical	3	Female	51	4	1	Sales Representative	4	Married	3435	9065	3	No	13	3	2	1	9	3	3	3	1	3	2
497	40	No	Travel_Rarely	905	Sales	3	4	Life Sciences	1	Male	58	4	3	Sales Representative	4	Married	8617	17583	4	No	24	4	3	0	15	1	3	6	5	1	1
1346	18	No	Travel_Rarely	602	Research & Development	4	4	Life Sciences	1	Male	88	1	1	Research Scientist	2	Married	2101	26626	2	No	17	3	4	3	0	4	2	0	0	0	0
1271	46	No	Non-Travel	151	Research & Development	1	3	Life Sciences	3	Male	55	2	2	Laboratory Technician	3	Married	7309	25945	1	No	18	3	4	1	25	3	3	1	1	1	0
1254	25	No	Travel_Rarely	564	Human Resources	9	2	Life Sciences	4	Male	64	4	1	Manager	4	Divorced	4689	24142	2	Yes	20	3	3	1	4	1	3	0	0	0	0
518	45	Yes	Travel_Rarely	330	Research & Development	14	4	Other	2	Male	33	2	2	Healthcare Representative	1	Single	4728	21523	1	No	19	3	2	1	23	3	3	0	0	0	0
1070	29	No	Travel_Rarely	969	Human Resources	7	4	Life Sciences	2	Female	60	3	3	Human Resources	1	Single	9022	25139	2	No	25	3	4	0	10	6	3	4	0	3	1
477	20	No	Travel_Rarely	137	Research & Development	1	3	Life Sciences	3	Female	67	2	1	Healthcare Representative	4	Married	4490	4049	1	No	18	3	3	0	0	5	3	0	0	0	0
158	18	Yes	Non-Travel	977	Sales	16	3	Life Sciences	2	Female	46	2	2	Sales Representative	4	Married	5421	7694	3	Yes	25	3	1	2	0	1	3	0	0	0	0
1196	21	Yes	Travel_Rarely	783	Research & Development	18	2	Life Sciences	3	Male	75	4	2	Laboratory Technician	2	Divorced	6222	17866	1	Yes	25	3	3	1	0	2	2	0	0	0	0
17	37	No	Travel_Rarely	120	Research & Development	29	3	Medical	3	Female	94	4	3	Research Director	1	Divorced	7581	12917	1	No	23	3	2	2	16	2	4	7	0	0	2
1073	54	No	Travel_Frequently	1206	Sales	1	3	Other	4	Male	39	4	3	Sales Executive	3	Single	8131	21620	3	No	12	3	4	2	31	1	1	4	0	0	2
547	41	No	Travel_Frequently	1055	Sales	6	3	Life Sciences	4	Male	69	3	1	Sales Representative	4	Single	4590	6861	2	No	12	3	2	2	17	0	3	1	1	1	1
659	43	No	Travel_Frequently	797	Sales	19	3	Life Sciences	4	Male	94	2	4	Manager	3	Married	12101	8763	2	No	20	3	4	1	19	6	2	11	5	0	1
1240	41	No	Travel_Rarely	242	Research & Development	8	1	Medical	4	Female	100	4	1	Manager	4	Single	5334	15741	4	No	15	3	4	3	17	1	3	1	0	0	0
1020	37	Yes	Travel_Rarely	413	Sales	7	3	Marketing	3	Female	99	3	2	Sales Executive	3	Single	6492	7856	3	Yes	15	4	2	2	15	3	2	0	0	0	0
1272	43	Yes	Travel_Frequently	1480	Research & Development	3	4	Life Sciences	3	Male	54	4	3	Research Scientist	3	Divorced	9492	10483	2	Yes	13	3	4	0	19	3	3	6	6	3	6
960	23	No	Non-Travel	741	Research & Development	2	2	Marketing	3	Male	53	2	2	Research Scientist	3	Married	7084	13373	3	No	21	3	4	3	0	2	3	0	0	0	0
1425	36	Yes	Travel_Rarely	608	Sales	1	4	Marketing	4	Female	99	4	2	Sales Representative	1	Married	6722	6403	4	Yes	21	3	3	1	15	5	2	6	0	5	1
284	39	No	Non-Travel	1091	Sales	6	3	Medical	4	Male	65	2	1	Manager	4	Married	5052	3194	4	Yes	14	3	4	2	18	4	3	3	3	0	0
798	31	Yes	Travel_Frequently	855	Research & Development	1	2	Marketing	3	Female	68	3	2	Manager	2	Married	6311	3252	2	No	24	3	3	0	5	3	2	1	0	0	1
226	57	No	Travel_Frequently	564	Sales	11	3	Life Sciences	3	Male	50	3	1	Sales Representative	4	Divorced	3378	7530	3	Yes	18	3	1	1	35	2	3	3	2	0	2
27	25	No	Travel_Rarely	1215	Sales	1	3	Human Resources	3	Male	32	4	1	Manager	3	Single	4018	10961	6	Yes	18	4	1	1	5	6	2	0	0	0	0
438	34	Yes	Travel_Rarely	838	Sales	1	2	Life Sciences	1	Female	41	4	1	Manager	3	Married	5309	8081	1	No	12	3	1	2	13	0	2	0	0	0	0
1473	44	No	Travel_Frequently	781	Research & Development	6	4	Other	1	Female	58	4	3	Manufacturing Director	2	Divorced	10873	6978	0	Yes	15	3	3	2	21	2	3	7	7	0	1
230	26	No	Travel_Rarely	623	Research & Development	1	3	Life Sciences	2	Male	60	3	2	Research Director	1	Married	7306	10921	2	No	14	3	3	1	3	0	2	3	0	0	3
38	30	No	Travel_Rarely	161	Research & Development	3	3	Technical Degree	3	Male	42	4	3	Research Scientist	3	Married	10237	22578	2	No	11	3	3	3	8	2	4	8	6	0	0
750	40	Yes	Travel_Rarely	1349	Sales	3	4	Medical	1	Male	55	2	2	Sales Executive	1	Single	7029	12543	2	No	22	3	4	1	16	4	3	3	3	1	0
1046	34	No	Travel_Rarely	530	Sales	15	3	Technical Degree	4	Female	94	4	4	Sales Executive	3	Single	6552	5591	2	No	12	3	4	0	11	5	3	11	1	9	2
470	27	No	Travel_Rarely	1318	Sales	1	3	Technical Degree	4	Male	53	4	2	Manager	3	Divorced	6430	7637	0	No	14	3	1	1	3	5	3	1	0	1	1
1294	33	No	Travel_Rarely	655	Sales	6	3	Life Sciences	3	Female	59	1	1	Manager	3	Single	3655	6234	3	Yes	24	4	3	0	10	3	2	2	1	2	2
688	57	Yes	Travel_Rarely	801	Sales	29	4	Human Resources	2	Female	76	3	3	Sales Executive	3	Divorced	7990	23061	6	No	14	4	2	1	34	5	3	4	0	1	2
1394	46	No	Travel_Rarely	1108	Research & Development	29	3	Marketing	3	Male	32	3	2	Manager	3	Married	7506	23907	4	Yes	19	3	2	1	22	2	2	3	2	2	1
640	43	Yes	Travel_Rarely	826	Research & Development	24	2	Human Resources	2	Female	35	4	1	Laboratory Technician	3	Divorced	2792	23502	4	No	21	3	3	1	20	2	3	0	0	0	0
1310	45	Yes	Travel_Frequently	1196	Research & Development	10	3	Marketing	3	Female	50	3	1	Manager	3	Single	4488	18689	1	Yes	18	3	3	0	23	2	3	2	2	2	2
1219	46	No	Travel_Rarely	1320	Sales	7	1	Medical	2	Female	79	4	1	Manager	3	Divorced	4945	6877	2	Yes	12	3	3	1	24	3	2	2	0	2	2
1159	33	No	Travel_Frequently	957	Research & Development	4	3	Life Sciences	1	Female	34	3	2	Manager	4	Married	6429	8935	5	Yes	14	3	3	1	11	1	4	0	0	0	0
1458	29	No	Travel_Rarely	475	Sales	2	4	Life Sciences	1	Male	56	3	1	Sales Representative	2	Single	4634	16818	2	No	14	3	3	0	7	3	2	2	2	1	1
1379	34	No	Travel_Frequently	831	Research & Development	12	2	Life Sciences	1	Male	45	2	2	Research Director	4	Single	5967	19157	1	No	18	3	4	0	14	6	3	0	0	0	0
801	35	No	Non-Travel	1046	Research & Development	5	5	Life Sciences	1	Male	32	4	2	Manufacturing Director	1	Single	5587	14129	6	Yes	20	4	3	0	13	2	2	0	0	0	0
161	32	No	Travel_Rarely	444	Research & Development	8	4	Life Sciences	4	Male	59	3	2	Research Director	2	Single	6568	5776	1	No	25	3	3	0	10	5	2	0	0	0	0
957	30	No	Travel_Rarely	1175	Research & Development	1	1	Marketing	1	Male	35	1	3	Manufacturing Director	2	Single	9602	18394	4	Yes	20	3	3	2	4	4	4	4	4	4	4
1187	48	No	Travel_Rarely	517	Sales	1	3	Medical	3	Male	32	3	2	Sales Representative	1	Single	6689	2267	4	No	22	3	4	1	14	4	3	4	2	1	3
822	36	No	Travel_Rarely	304	Research & Development	17	3	Life Sciences	1	Male	84	4	3	Healthcare Representative	3	Married	9725	9323	2	No	19	3	2	1	13	1	2	7	7	2	3
1286	44	No	Travel_Rarely	1247	Research & Development	6	3	Medical	1	Male	68	4	2	Healthcare Representative	4	Single	7249	23162	3	No	24	4	3	1	25	2	3	2	2	2	0
878	30	No	Travel_Rarely	963	Research & Development	4	3	Life Sciences	2	Female	39	2	1	Research Director	3	Single	3670	7811	4	No	20	3	1	0	5	3	3	2	1	0	1
914	38	No	Travel_Frequently	1156	Sales	4	3	Life Sciences	4	Male	37	4	4	Sales Representative	3	Married	12442	25577	2	Yes	12	3	3	1	18	6	2	8	4	0	0
153	40	Yes	Non-Travel	788	Research & Development	2	3	Life Sciences	2	Female	62	4	1	Research Director	1	Single	3978	22384	7	No	11	3	3	0	16	6	3	2	2	1	0
1389	46	No	Travel_Rarely	767	Research & Development	3	2	Other	4	Female	44	4	2	Manager	1	Divorced	6194	22697	2	No	19	3	3	0	21	6	3	3	3	3	2
510	31	No	Travel_Rarely	695	Human Resources	6	4	Marketing	2	Male	50	4	2	Manager	3	Married	5365	21109	0	No	13	3	4	0	9	3	3	3	1	1	0
1136	36	No	Travel_Frequently	500	Human Resources	6	3	Life Sciences	1	Male	40	4	2	Human Resources	1	Single	6632	11982	4	Yes	21	3	4	1	12	6	3	2	0	0	2
1251	21	No	Travel_Rarely	1293	Research & Development	10	4	Other	1	Female	53	2	1	Healthcare Representative	4	Divorced	3600	13137	3	No	16	3	2	0	0	5	3	0	0	0	0
1273	46	No	Travel_Rarely	275	Research & Development	7	3	Medical	1	Male	97	3	2	Research Director	2	Divorced	6190	19817	1	No	21	3	4	1	26	0	3	0	0	0	0
104	52	No	Travel_Rarely	1021	Research & Development	1	4	Technical Degree	1	Male	55	4	1	Research Director	3	Married	3709	24457	2	No	25	3	2	2	28	3	3	1	1	0	1
587	19	No	Travel_Rarely	1187	Research & Development	5	3	Life Sciences	1	Male	62	2	1	Research Scientist	2	Married	4590	6287	2	No	19	3	1	1	0	6	3	0	0	0	0
1344	57	No	Travel_Rarely	939	Research & Development	2	4	Other	3	Male	61	2	1	Laboratory Technician	1	Single	4088	2978	2	Yes	12	3	1	2	32	3	3	0	0	0	0
1144	25	Yes	Travel_Rarely	529	Research & Development	11	3	Life Sciences	3	Male	89	4	3	Laboratory Technician	3	Married	9988	23158	4	Yes	16	3	3	2	7	6	3	4	0	1	3
54	39	No	Travel_Rarely	1218	Sales	6	3	Medical	2	Female	85	4	4	Sales Executive	4	Married	11154	8168	3	No	22	3	4	1	18	5	4	9	2	0	1
152	36	No	Travel_Rarely	397	Sales	19	2	Life Sciences	4	Female	64	4	2	Sales Executive	3	Single	5910	15622	2	No	18	3	3	3	12	2	3	5	5	2	0
404	43	Yes	Travel_Rarely	1082	Human Resources	2	4	Marketing	3	Female	77	3	2	Manager	2	Married	6722	21675	2	Yes	21	3	2	1	20	3	3	2	0	2	2
1470	32	No	Travel_Rarely	637	Research & Development	5	5	Human Resources	2	Male	80	4	3	Research Director	3	Single	9192	11508	1	Yes	11	3	2	0	10	0	3	10	1	1	0
208	39	No	Travel_Rarely	1017	Sales	23	2	Life Sciences	1	Male	100	3	5	Manager	3	Divorced	14510	18620	0	No	15	3	3	0	18	5	3	18	6	1	4
1433	30	Yes	Non-Travel	440	Sales	1	2	Marketing	4	Female	91	4	2	Sales Representative	3	Single	8521	18303	3	No	17	3	3	3	7	5	3	0	0	0	0
1123	27	No	Travel_Rarely	1343	Sales	1	3	Technical Degree	4	Female	55	3	2	Sales Representative	3	Married	7056	6459	3	No	12	3	3	0	2	1	2	0	0	0	0
1334	47	No	Travel_Rarely	1351	Sales	9	2	Life Sciences	4	Male	90	1	2	Sales Executive	2	Single	6586	9054	0	No	21	3	1	1	26	1	3	1	1	0	1
9	25	Yes	Travel_Rarely	129	Research & Development	1	4	Life Sciences	3	Female	68	3	1	Healthcare Representative	3	Single	3142	19726	1	No	11	3	2	0	6	5	3	2	0	2	0
1015	23	No	Travel_Rarely	465	Research & Development	1	3	Human Resources	4	Male	59	1	1	Research Scientist	1	Single	4063	18778	3	No	22	3	3	0	4	6	3	3	3	3	0
1359	55	Yes	Non-Travel	264	Research & Development	14	2	Technical Degree	1	Male	89	1	2	Research Director	1	Married	4790	18886	3	Yes	16	3	2	1	33	3	2	0	0	0	0
1061	29	Yes	Travel_Rarely	240	Research & Development	3	2	Life Sciences	1	Male	66	2	1	Research Director	1	Divorced	4511	18369	3	No	13	3	4	0	4	6	2	0	0	0	0
453	40	No	Travel_Rarely	880	Sales	5	4	Technical Degree	3	Female	68	4	2	Manager	1	Married	8839	26231	4	No	14	3	3	1	22	5	3	6	1	1	1
254	28	No	Travel_Rarely	221	Research & Development	5	4	Life Sciences	3	Male	46	4	3	Research Scientist	3	Single	7971	17571	2	No	25	3	2	0	7	1	3	6	4	1	1
897	31	Yes	Travel_Rarely	1078	Research & Development	15	2	Technical Degree	1	Male	53	4	2	Research Director	1	Married	8954	26777	1	Yes	16	3	3	3	11	2	3	5	2	0	0
1324	49	No	Travel_Frequently	174	Sales	26	2	Other	1	Female	94	4	2	Manager	4	Divorced	5998	18626	3	Yes	15	3	2	3	30	2	1	0	0	0	0
881	43	No	Travel_Rarely	1023	Research & Development	4	2	Marketing	3	Male	80	4	2	Manager	3	Married	6676	7118	3	No	24	3	4	1	21	1	3	7	4	2	7
1429	34	Yes	Travel_Rarely	815	Sales	12	2	Other	2	Female	54	4	1	Manager	3	Married	3600	14869	2	Yes	13	3	1	3	16	5	3	2	2	1	2
624	35	No	Travel_Rarely	252	Research & Development	6	3	Technical Degree	2	Female	71	2	2	Healthcare Representative	3	Divorced	8445	25273	1	No	11	3	2	1	16	3	3	1	1	0	1
346	28	No	Travel_Rarely	121	Research & Development	1	3	Life Sciences	1	Male	35	2	2	Laboratory Technician	1	Single	4482	20167	2	No	12	4	3	0	4	1	3	2	2	2	2
1302	18	No	Travel_Frequently	425	Research & Development	10	3	Life Sciences	3	Female	75	3	1	Healthcare Representative	3	Single	2813	14210	1	No	12	3	3	0	0	4	3	0	0	0	0
263	40	Yes	Travel_Frequently	1390	Research & Development	5	3	Other	4	Male	37	2	1	Manager	3	Married	5050	7082	3	No	15	3	2	0	20	5	4	0	0	0	0
151	34	No	Travel_Frequently	198	Sales	4	4	Life Sciences	3	Male	84	2	2	Sales Representative	2	Married	5897	21187	2	No	16	3	4	2	14	1	2	5	0	1	1
473	22	No	Travel_Rarely	474	Research & Development	1	4	Marketing	4	Male	64	3	2	Healthcare Representative	4	Single	5793	17494	1	No	24	3	3	0	0	1	1	0	0	0	0
641	27	No	Travel_Rarely	1331	Sales	3	2	Technical Degree	3	Male	30	2	2	Sales Executive	4	Married	7843	10510	1	No	12	3	1	3	4	6	3	2	2	0	1
1500	42	No	Travel_Frequently	365	Sales	16	1	Human Resources	2	Male	47	2	2	Sales Representative	3	Divorced	6809	20201	2	No	19	3	2	3	16	5	3	2	1	1	1
1426	43	No	Travel_Rarely	1002	Research & Development	17	4	Life Sciences	4	Male	41	2	3	Healthcare Representative	2	Married	8952	8315	5	No	13	3	2	2	23	3	4	5	5	1	2
551	29	No	Non-Travel	546	Sales	9	3	Other	2	Male	78	4	2	Sales Executive	2	Married	6546	3135	6	No	23	3	2	0	7	2	2	1	1	1	0
929	56	No	Travel_Rarely	1339	Sales	1	3	Marketing	4	Male	41	4	2	Sales Executive	1	Single	7016	23428	1	No	24	3	4	3	29	2	3	2	2	1	2
489	39	No	Travel_Frequently	658	Sales	3	1	Technical Degree	4	Female	66	3	2	Manager	2	Single	5935	3552	2	No	23	3	4	1	20	0	3	3	0	1	1
1172	22	No	Travel_Frequently	1275	Sales	7	1	Life Sciences	2	Male	84	3	2	Sales Executive	4	Divorced	6771	22996	0	Yes	17	3	4	1	0	6	1	0	0	0	0
